Unnamed: 0,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
8277,10.0,11.0,0.0,32.0,76.0,59.0,44.0,30.04,30.06,30.06,-0.766044,-0.642788,0,1,0,2013,9,7,1259,0,1534,-26,UA,N12216,1280,LGA,IAH,192,1416,12,59
6439,10.0,15.0,0.0,70.0,40.0,36.0,31.0,30.16,30.19,30.18,0.984808,-0.173648,0,1,0,2013,2,26,1702,-8,2014,-1,AA,N3BWAA,695,JFK,AUS,222,1521,17,2
23104,10.0,10.0,0.0,58.0,79.0,69.0,63.0,30.0,30.02,30.02,0.5,0.866025,1,0,0,2013,8,29,1324,10,1635,15,B6,N521JB,1639,LGA,RSW,149,1080,13,24
281,10.0,15.0,0.0,50.0,21.0,17.0,5.0,30.27,30.29,30.29,-0.984808,0.173648,1,0,0,2013,2,2,558,-2,841,-17,UA,N73291,1627,EWR,PBI,145,1023,5,58
1237,10.0,13.0,0.0,68.0,44.0,40.0,34.0,29.7,29.72,29.72,-0.939693,0.34202,0,1,0,2013,3,19,1655,15,1928,38,MQ,N720MQ,4540,LGA,DTW,86,502,16,55
828,10.0,16.0,0.0,58.0,40.0,35.0,26.0,30.08,30.1,30.1,-0.866025,-0.5,0,1,0,2013,12,19,1206,36,1414,32,DL,N995DL,2219,LGA,MSP,156,1020,12,6
26799,10.0,6.0,0.0,44.0,23.0,18.0,4.0,30.23,30.25,30.25,-0.766044,-0.642788,0,1,0,2013,1,25,1520,0,1826,-16,DL,N348NW,2115,LGA,MIA,157,1096,15,20
2516,10.0,11.0,0.0,28.0,31.0,23.0,1.0,30.42,30.44,30.44,-0.642788,0.766044,1,0,0,2013,1,18,1550,0,1835,9,9E,N903XJ,3427,JFK,IND,108,665,15,50
3316,6.0,10.0,0.0,90.0,69.0,67.0,66.0,30.04,30.06,30.06,0.939693,-0.34202,1,0,0,2013,10,6,2100,42,2156,12,9E,N8580A,3885,JFK,BWI,38,184,21,0
1971,10.0,11.0,0.0,44.0,38.0,31.0,18.0,29.84,29.86,29.86,0.5,0.866025,1,0,0,2013,3,16,932,28,1230,40,UA,N23707,1740,EWR,JAC,272,1874,9,32
4832,10.0,14.0,0.0,68.0,70.0,63.0,59.0,30.01,30.03,30.03,-0.173648,0.984808,1,0,0,2013,7,26,858,-2,1155,-11,B6,N603JB,5,EWR,FLL,141,1065,8,58
32237,10.0,13.0,0.0,62.0,41.0,36.0,29.0,29.68,29.7,29.7,-0.5,0.866025,1,0,0,2013,3,1,951,-9,1157,-12,US,N747UW,1277,LGA,CLT,90,544,9,51
5981,10.0,9.0,0.0,54.0,77.0,66.0,59.0,30.23,30.25,30.25,-0.173648,-0.984808,0,1,0,2013,8,17,1507,72,1658,43,EV,N14977,4160,EWR,TVC,92,644,15,7
12083,10.0,14.0,0.0,39.0,61.0,49.0,36.0,30.29,30.31,30.31,0.173648,-0.984808,1,0,0,2013,4,28,1226,-3,1429,-9,EV,N12569,4445,EWR,IND,101,645,12,26
15994,10.0,15.0,0.0,34.0,26.0,20.0,1.0,30.35,30.37,30.37,-0.866025,0.5,1,0,0,2013,11,24,2146,40,2238,25,B6,N317JB,2680,EWR,BOS,38,200,21,46
23621,10.0,11.0,0.0,60.0,44.0,39.0,31.0,29.92,29.94,29.94,-0.984808,0.173648,1,0,0,2013,10,24,946,-13,1052,-23,EV,N826AS,5711,JFK,IAD,51,228,9,46
24304,10.0,10.0,0.0,44.0,38.0,31.0,18.0,30.34,30.36,30.36,-0.766044,-0.642788,1,0,0,2013,12,27,1148,-7,1401,-18,EV,N600QX,5611,LGA,CHS,105,641,11,48
28142,10.0,13.0,0.0,48.0,39.0,32.0,21.0,29.84,29.86,29.86,-0.34202,0.939693,0,1,0,2013,2,16,1503,-2,1634,-36,WN,N732SW,3043,LGA,STL,126,888,15,3
1584,10.0,9.0,0.0,51.0,41.0,35.0,24.0,30.08,30.11,30.1,-0.5,0.866025,1,0,0,2013,1,17,2035,91,2203,97,EV,N11119,4131,EWR,RIC,65,277,20,35
3787,9.0,6.0,0.0,69.0,76.0,69.0,65.0,29.87,29.89,29.89,0.34202,-0.939693,0,1,0,2013,6,18,1027,37,1250,30,VX,N846VA,251,JFK,LAS,299,2248,10,27
29559,10.0,16.0,0.0,58.0,76.0,66.0,60.0,30.04,30.06,30.06,-0.866025,-0.5,0,1,0,2013,8,19,1457,-2,1810,24,B6,N198JB,581,JFK,HOU,213,1428,14,57
13224,10.0,17.0,0.0,75.0,60.0,56.0,52.0,29.84,29.86,29.86,1.22e-16,-1.0,0,1,0,2013,5,15,1438,-7,1630,-15,US,N161UW,1445,LGA,CLT,80,544,14,38
24688,10.0,11.0,0.0,31.0,38.0,29.0,10.0,30.31,30.33,30.33,-0.939693,0.34202,0,1,0,2013,11,13,1727,-2,2025,-40,UA,N534UA,418,EWR,SFO,331,2565,17,27
27358,10.0,14.0,0.0,47.0,33.0,27.0,15.0,30.07,30.09,30.09,-0.866025,-0.5,0,1,0,2013,12,31,1435,140,1707,142,MQ,N527MQ,3670,LGA,ATL,130,762,14,35
17454,7.0,7.0,0.0,86.0,40.0,38.0,36.0,29.91,29.93,29.93,-0.642788,0.766044,1,0,0,2013,12,3,808,-7,1059,-24,B6,N192JB,281,JFK,HOU,210,1428,8,8
30647,10.0,14.0,0.0,50.0,77.0,65.0,57.0,29.94,29.96,29.96,-0.939693,-0.34202,0,1,0,2013,9,4,1954,14,2122,-3,MQ,N828MQ,3374,JFK,RDU,67,427,19,54
7449,10.0,13.0,0.0,62.0,81.0,72.0,67.0,30.07,30.09,30.09,-0.173648,-0.984808,0,1,0,2013,8,21,1739,-6,1941,-33,DL,N362NW,884,LGA,DEN,215,1620,17,39
15273,10.0,11.0,0.0,77.0,81.0,75.0,73.0,29.8,29.83,29.82,-0.34202,-0.939693,0,1,0,2013,8,9,1556,63,1808,76,EV,N13970,4111,EWR,CHS,96,628,15,56
624,10.0,16.0,0.0,81.0,56.0,53.0,50.0,30.21,30.24,30.23,0.642788,0.766044,0,1,0,2013,10,10,734,-6,843,-17,MQ,N5PBMQ,3759,EWR,ORD,98,719,7,34
617,10.0,5.0,0.0,46.0,46.0,38.0,26.0,30.34,30.36,30.36,0.939693,0.34202,1,0,0,2013,4,15,728,-3,1110,0,B6,N796JB,643,JFK,SFO,377,2586,7,28
15823,10.0,6.0,0.0,54.0,33.0,28.0,18.0,30.54,30.56,30.56,0.642788,0.766044,0,1,0,2013,12,8,1359,-1,1654,-10,UA,N26215,1164,EWR,FLL,157,1065,13,59
20217,10.0,9.0,0.0,68.0,69.0,62.0,58.0,29.83,29.85,29.85,-1.0,-1.84e-16,1,0,0,2013,9,8,723,-7,817,-16,US,N949UW,1736,LGA,PHL,34,96,7,23
9401,10.0,7.0,0.0,48.0,77.0,64.0,56.0,30.16,30.18,30.18,-0.642788,-0.766044,1,0,0,2013,8,16,1152,-7,1330,-14,MQ,N738MQ,3404,LGA,RDU,70,431,11,52
17466,10.0,8.0,0.0,77.0,77.0,72.0,69.0,29.85,29.87,29.87,0.766044,0.642788,1,0,0,2013,8,28,1927,162,2123,130,EV,N12126,4328,EWR,MSY,146,1167,19,27
23793,10.0,9.0,0.0,56.0,32.0,27.0,18.0,30.33,30.35,30.35,-0.984808,0.173648,1,0,0,2013,12,27,656,-4,1008,-17,VX,N637VA,399,JFK,LAX,313,2475,6,56
6999,10.0,5.0,0.0,78.0,65.0,61.0,58.0,30.07,30.09,30.09,0.642788,0.766044,1,0,0,2013,8,6,600,-5,842,3,B6,N805JB,583,JFK,MCO,124,944,6,0
9858,10.0,28.0,0.0,37.0,48.0,38.0,23.0,30.09,30.11,30.11,-0.866025,0.5,1,0,0,2013,11,19,1559,-6,1753,-2,AA,N482AA,343,LGA,ORD,117,733,15,59
4557,10.0,7.0,0.0,78.0,65.0,61.0,58.0,30.06,30.08,30.08,-0.984808,0.173648,1,0,0,2013,9,16,738,-2,1048,-7,AA,N323AA,59,JFK,SFO,347,2586,7,38
16808,10.0,8.0,0.0,53.0,81.0,69.0,62.0,29.98,30.01,30.0,0.866025,0.5,1,0,0,2013,8,29,1459,0,1749,-18,UA,N38459,1183,EWR,RSW,143,1068,14,59
5116,10.0,9.0,0.0,40.0,31.0,25.0,9.0,30.41,30.43,30.43,0.984808,-0.173648,0,1,0,2013,2,7,1759,-1,2043,64,UA,N403UA,691,LGA,ORD,121,733,17,59
28994,10.0,13.0,0.0,23.0,54.0,40.0,17.0,30.22,30.24,30.24,-0.34202,0.939693,0,1,0,2013,3,9,1657,-3,1859,-25,DL,N302DQ,2042,EWR,ATL,102,746,16,57
2052,10.0,8.0,0.0,59.0,70.0,61.0,55.0,30.05,30.07,30.07,1.22e-16,-1.0,0,1,0,2013,10,3,1703,8,1831,0,EV,N21537,4695,EWR,RDU,66,416,17,3
276,3.0,8.0,0.0,96.0,62.0,61.0,61.0,29.89,29.91,29.91,1.22e-16,-1.0,0,1,0,2013,5,23,639,-1,833,-34,UA,N464UA,311,EWR,DEN,214,1605,6,39
32082,10.0,11.0,0.0,72.0,79.0,72.0,69.0,30.14,30.16,30.16,1.22e-16,-1.0,0,1,0,2013,6,23,1354,-6,1454,-14,US,N947UW,2130,LGA,BOS,39,184,13,54
26320,10.0,10.0,0.0,23.0,55.0,41.0,18.0,30.21,30.23,30.23,0.173648,0.984808,0,1,0,2013,3,9,1526,-4,1712,-22,US,N763US,1665,LGA,CLT,77,544,15,26
3991,10.0,14.0,0.0,43.0,88.0,72.0,63.0,29.92,29.94,29.94,0.766044,-0.642788,1,0,0,2013,7,21,1313,3,1556,-2,UA,N18243,1627,EWR,PBI,133,1023,13,13
29862,10.0,20.0,0.0,63.0,71.0,63.0,58.0,30.25,30.27,30.27,1.22e-16,-1.0,0,1,0,2013,6,21,1710,-6,1839,-9,B6,N283JB,408,JFK,PWM,51,273,17,10
8697,10.0,13.0,0.0,65.0,83.0,74.0,70.0,30.01,30.03,30.03,-0.173648,-0.984808,0,1,0,2013,7,9,1553,233,1934,267,UA,N560UA,580,JFK,SFO,350,2586,15,53
28860,10.0,15.0,0.0,73.0,34.0,31.0,26.0,30.15,30.17,30.17,0.642788,0.766044,0,1,0,2013,2,8,657,-3,901,11,AA,N4YFAA,305,LGA,ORD,122,733,6,57
19098,10.0,22.0,0.0,41.0,28.0,22.0,7.0,29.65,29.68,29.67,-0.34202,0.939693,0,1,0,2013,2,17,603,-2,905,-2,B6,N806JB,501,JFK,FLL,154,1069,6,3
14371,10.0,10.0,0.0,67.0,55.0,50.0,44.0,30.46,30.48,30.48,0.866025,-0.5,0,1,0,2013,5,1,1810,-10,2050,-41,AS,N546AS,7,EWR,SEA,306,2402,18,10
27262,10.0,15.0,0.0,85.0,76.0,73.0,71.0,29.82,29.84,29.84,-0.173648,-0.984808,1,0,0,2013,8,31,2032,3,2339,-20,B6,N644JB,915,JFK,SFO,334,2586,20,32
3806,10.0,14.0,0.0,37.0,35.0,28.0,11.0,30.03,30.05,30.05,-0.866025,0.5,0,1,0,2013,1,2,1500,30,1741,-2,UA,N78285,1552,EWR,SEA,324,2402,15,0
31660,10.0,9.0,0.0,69.0,52.0,47.0,42.0,30.37,30.39,30.39,0.866025,-0.5,0,1,0,2013,5,3,1830,0,2031,-29,UA,N469UA,697,EWR,DEN,200,1605,18,30
8795,8.0,0.0,0.0,73.0,66.0,61.0,57.0,29.98,30.0,30.0,0.0,1.0,1,0,0,2013,5,10,849,-1,957,-17,9E,N922XJ,3465,JFK,BOS,44,187,8,49
16933,10.0,9.0,0.0,54.0,80.0,69.0,62.0,29.98,30.0,30.0,0.5,0.866025,1,0,0,2013,8,29,1516,-4,1732,-8,MQ,N722MQ,3532,LGA,XNA,152,1147,15,16
23581,10.0,11.0,0.0,28.0,31.0,23.0,1.0,30.42,30.44,30.44,-0.642788,0.766044,1,0,0,2013,1,18,1520,-10,1758,-7,MQ,N723MQ,4525,LGA,XNA,173,1147,15,20
6938,1.0,17.0,0.01,78.0,26.0,24.0,20.0,30.37,30.39,30.39,0.766044,0.642788,0,1,0,2013,12,14,1444,2,1814,5,UA,N76517,1554,EWR,SFO,335,2565,14,44
6022,2.5,7.0,0.0,96.0,66.0,65.0,65.0,30.09,30.11,30.11,0.939693,-0.34202,1,0,0,2013,10,6,806,-1,1044,-13,UA,N16234,1154,EWR,TPA,134,997,8,6
24238,10.0,10.0,0.0,44.0,34.0,28.0,14.0,30.4,30.42,30.42,-0.642788,-0.766044,0,1,0,2013,11,25,1428,-2,1608,-1,UA,N811UA,312,EWR,CLE,70,404,14,28
28056,10.0,23.0,0.0,38.0,33.0,26.0,10.0,30.04,30.06,30.06,-0.642788,0.766044,1,0,0,2013,2,21,1738,8,2016,13,FL,N979AT,623,LGA,ATL,120,762,17,38
